step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
200,CASH_OUT,4.74,C416703136,12369.12,12364.38,C453043927,38705.6,38710.34,0,0
200,PAYMENT,854.9,C171648301,38391.26,37536.36,M900998559,490508.58,491363.48,0,0
200,TRANSFER,94.93,C739121765,4909.5,4814.57,C885130295,15255.85,15350.78,0,0
200,CASH_OUT,4179.93,C198354841,27421.91,23241.98,C732299883,10827.82,15007.75,0,0
200,CASH_IN,86.01,C660429238,46167.57,46253.58,C267914849,37707.31,37621.3,0,0
200,PAYMENT,809.26,C477971296,24091.72,23282.46,M541981541,155965.61,156774.87,0,0
200,DEBIT,703.04,C209682038,6222.51,5519.47,C554322699,22473.21,23176.25,0,0
200,CASH_IN,58.26,C966334993,19968.16,20026.42,C346180571,28489.45,28431.19,0,0
200,PAYMENT,68.52,C701801443,14396.79,14328.27,M592684945,463894.87,463963.39,0,0
200,PAYMENT,12.9,C365200779,35404.19,35391.29,M821062588,165708.87,165721.77,0,0
200,CASH_IN,838.46,C887552802,43893.27,44731.73,C135630587,25217.5,24379.04,0,0
200,CASH_OUT,38.94,C763997344,25432.42,25393.48,C913538937,22156.42,22195.36,0,0
200,DEBIT,1430.64,C802312857,31477.09,30046.45,C388232777,26970.77,28401.41,0,0
200,TRANSFER,87.09,C174719606,3244.2,3157.11,C718328145,12700.36,12787.45,0,0
200,PAYMENT,1056.96,C260451974,4065.86,3008.9,M682617893,1000395.1,1001452.06,0,0
200,CASH_OUT,19.82,C536474032,9066.56,9046.74,C677400503,0.0,19.82,0,0
200,PAYMENT,18.97,C459003518,11768.18,11749.21,M559310243,750819.21,750838.18,0,0
200,CASH_IN,43.81,C939335320,2843.7,2887.51,C497571863,30558.22,30514.41,0,0
200,TRANSFER,288.05,C537682116,7653.21,7365.16,C305933104,20651.15,20939.2,0,0
200,PAYMENT,1249.28,C840883794,29579.48,28330.2,M156933997,147018.07,148267.35,0,0
201,CASH_IN,224.41,C727043994,29447.6,29672.01,C845621799,7459.76,7235.35,0,0
201,CASH_IN,18.16,C375604278,38648.3,38666.46,C614681944,2472.53,2454.37,0,0
201,CASH_IN,40.04,C984144832,19127.27,19167.31,C486463763,20869.24,20829.2,0,0
201,CASH_OUT,704.09,C578708604,48384.08,47679.99,C728509585,21654.44,22358.53,0,0
201,CASH_IN,14.42,C686994759,26402.28,26416.7,C850802538,7031.65,7017.23,0,0
201,CASH_OUT,2644.25,C783358431,43937.96,41293.71,C796851462,23634.52,26278.77,0,0
201,CASH_OUT,52.56,C346398661,13517.78,13465.22,C175517466,32762.67,32815.23,0,0
201,TRANSFER,29.2,C277917881,23125.77,23096.57,C894913400,21930.58,21959.78,0,0
201,CASH_IN,54.57,C361887078,36585.14,36639.71,C541831325,13836.49,13781.92,0,0
201,DEBIT,334.15,C308791331,40552.12,40217.97,C838950661,16788.03,17122.18,0,0
201,CASH_IN,374.07,C422841039,45500.97,45875.04,C317757409,21672.32,21298.25,0,0
201,TRANSFER,78.43,C528483377,39816.61,39738.18,C346180571,28431.19,28509.62,0,0
201,PAYMENT,77.0,C511210130,55679.91,55602.91,M225943106,244179.52,244256.52,0,0
201,TRANSFER,38.17,C532290110,23015.4,22977.23,C408700719,28223.44,28261.61,0,0
201,CASH_IN,101.64,C400695656,50117.18,50218.82,C982068399,5817.88,5716.24,0,0
201,TRANSFER,127.88,C177131547,23111.01,22983.13,C804376995,30923.0,31050.88,0,0
201,CASH_OUT,483.91,C173885408,4382.99,3899.08,C200762168,44391.69,44875.6,0,0
201,CASH_IN,126.97,C173621008,48384.34,48511.31,C972719568,15224.07,15097.1,0,0
201,CASH_OUT,16.4,C801518292,36767.44,36751.04,C694452063,17075.57,17091.97,0,0
201,CASH_OUT,48.52,C187827510,19408.57,19360.05,C206098838,50255.93,50304.45,0,0
201,CASH_OUT,97.59,C428085266,16957.16,16859.57,C923367051,27264.22,27361.81,0,0
201,CASH_OUT,61.52,C989378929,43618.92,43557.4,C441283833,41925.02,41986.54,0,0
201,CASH_OUT,39.97,C669114126,23751.8,23711.83,C646703618,41842.59,41882.56,0,0
201,CASH_OUT,1266.42,C364839487,14233.44,12967.02,C450467053,36253.89,37520.31,0,0
201,PAYMENT,4982.62,C150988401,19158.21,14175.59,M738513330,720527.16,725509.78,0,0
201,CASH_OUT,272.62,C747879284,8693.04,8420.42,C722885515,23118.49,23391.11,0,0
201,CASH_OUT,705.33,C723618488,7220.78,6515.45,C689352896,45253.83,45959.16,0,0
201,CASH_OUT,625.15,C572883863,19446.74,18821.59,C833128514,16699.620000000003,17324.77,0,0
201,CASH_OUT,124.74,C717310223,22034.58,21909.84,C824717841,35237.09,35361.83,0,0
201,PAYMENT,298.88,C980178791,41142.51,40843.63,M113716767,594799.25,595098.13,0,0
201,CASH_IN,693.91,C389966535,22259.28,22953.19,C324013506,22339.31,21645.4,0,0
201,CASH_OUT,126.17,C979110073,2246.74,2120.57,C105768287,5314.04,5440.21,0,0
201,CASH_OUT,260.92,C300311686,12407.94,12147.02,C130712529,27001.14,27262.06,0,0
201,PAYMENT,91.02,C710032849,44466.44,44375.42,M444634839,829113.5,829204.52,0,0
202,CASH_OUT,505.47,C910546041,3088.7,2583.23,C403690660,13678.8,14184.27,0,0
202,CASH_IN,169.4,C819408178,22923.9,23093.3,C612680728,13795.36,13625.96,0,0
202,CASH_IN,2489.59,C600214175,22236.13,24725.72,C122089782,29202.82,26713.23,0,0
202,CASH_IN,348.04,C477369156,30200.14,30548.18,C232348151,4730.44,4382.4,0,0
202,CASH_IN,23.7,C124230266,25500.94,25524.64,C613075530,19085.59,19061.89,0,0
202,PAYMENT,79.6,C913886389,43800.75,43721.15,M575693902,44826.4,44906.0,0,0
202,CASH_OUT,400.28,C378540509,10301.13,9900.85,C491455128,1104.5,1504.78,0,0
202,TRANSFER,40.87,C440554765,11711.52,11670.65,C656751146,48405.09,48445.96,0,0
202,CASH_IN,54.55,C109398421,19843.38,19897.93,C202634983,11687.04,11632.49,0,0
202,PAYMENT,263.75,C308862067,17772.88,17509.13,M188456111,391456.16,391719.91,0,0
202,CASH_OUT,451.82,C957208462,6174.35,5722.53,C212463283,19940.05,20391.87,0,0
202,TRANSFER,224.06,C283306751,12333.4,12109.34,C972006145,7148.45,7372.51,0,0
202,CASH_IN,174.73,C720410283,43166.8,43341.53,C802315106,35452.3,35277.57,0,0
202,TRANSFER,43.09,C154185098,37761.05,37717.96,C159095892,24532.89,24575.98,0,0
202,CASH_OUT,679.31,C921057533,32055.21,31375.9,C948188090,27848.59,28527.9,0,0
202,PAYMENT,153.51,C282194258,37207.74,37054.23,M580355002,857725.16,857878.67,0,0
202,CASH_OUT,235.47,C989480398,33942.9,33707.43,C634419967,10524.04,10759.51,0,0
202,CASH_IN,116.87,C610414652,26725.47,26842.34,C108843874,36730.09,36613.22,0,0
202,PAYMENT,40.72,C499133440,6709.99,6669.27,M483184164,383351.73,383392.45,0,0
202,TRANSFER,54.89,C117897935,28091.95,28037.06,C990871731,11290.86,11345.75,0,0
202,PAYMENT,84.37,C292228998,36543.62,36459.25,M179937010,359981.27,360065.64,0,0
202,TRANSFER,23.56,C155643528,39803.2,39779.64,C456175938,41914.73,41938.29,0,0
202,CASH_OUT,62.07,C372965795,29601.17,29539.1,C674785468,19315.67,19377.74,0,0
202,CASH_IN,176.15,C929577978,5205.81,5381.96,C501356577,42766.15,42590.0,0,0
202,TRANSFER,636.42,C564129547,8373.28,7736.86,C866208484,17547.31,18183.73,0,0
202,CASH_OUT,970.39,C303274930,42265.71,41295.32,C468747894,29883.41,30853.8,0,0
202,CASH_OUT,580.14,C255781307,4604.76,4024.62,C682508866,22505.98,23086.12,0,0
202,TRANSFER,23.5,C936831046,26090.52,26067.02,C622875471,34985.45,35008.95,0,0
202,PAYMENT,92.8,C596176431,27595.07,27502.27,M543915590,265584.11,265676.91,0,0
202,CASH_OUT,72.49,C448395049,1590.08,1517.59,C396242113,36304.96,36377.45,0,0
202,CASH_IN,55.98,C327312543,14064.4,14120.38,C789032664,14464.79,14408.81,0,0
202,TRANSFER,131.81,C263493337,28319.65,28187.84,C911874240,454945.92,455077.73,0,0
202,CASH_IN,32.74,C501404985,20731.1,20763.84,C212682369,20703.38,20670.64,0,0
202,CASH_OUT,189.55,C291479874,7515.54,7325.99,C418523233,1360.91,1550.46,0,0
202,CASH_OUT,4294.35,C585758642,18109.4,13815.05,C397229156,43902.01,48196.36,0,0
202,CASH_IN,393.34,C121700057,15365.25,15758.59,C543703587,1073.65,680.31,0,0
202,CASH_IN,87.76,C444157570,40287.61,40375.37,C338283125,13402.59,13314.83,0,0
202,CASH_OUT,28.26,C113600254,43582.81,43554.55,C216780289,19489.43,19517.69,0,0
202,PAYMENT,42.3,C562731761,7685.98,7643.68,M552440827,780000.91,780043.21,0,0
202,CASH_IN,84.99,C268111165,18905.13,18990.12,C690017590,3975.76,3890.77,0,0
202,CASH_OUT,109.57,C560274182,41355.54,41245.97,C529969622,29584.61,29694.18,0,0
203,CASH_OUT,25.77,C111379766,16897.01,16871.24,C274202790,28609.24,28635.01,0,0
203,CASH_IN,37.9,C381736374,15943.37,15981.27,C963399493,5685.82,5647.92,0,0
203,CASH_IN,55.89,C657343404,22826.73,22882.62,C998747210,5954.18,5898.29,0,0
203,CASH_IN,639.3,C588454072,23798.16,24437.46,C295361967,35926.01,35286.71,0,0
203,CASH_IN,41.69,C372223525,19442.17,19483.86,C334551437,27503.19,27461.5,0,0
203,CASH_OUT,62.68,C151849286,40622.83,40560.15,C127899630,15771.78,15834.46,0,0
203,CASH_OUT,126.35,C199877383,37316.58,37190.23,C749672718,44062.77,44189.12,0,0
203,CASH_OUT,481.57,C228715180,3855.93,3374.36,C349272077,6924.03,7405.6,0,0
203,DEBIT,1643.42,C667051897,43439.48,41796.06,C237763377,3749.12,5392.54,0,0
203,CASH_IN,3577.92,C774893848,45306.47,48884.39,C795885319,2463.78,0.0,0,0
203,CASH_OUT,409.68,C292569237,11963.74,11554.06,C610979114,14462.59,14872.27,0,0
203,CASH_OUT,152.36,C786021690,33076.34,32923.98,C603129971,21558.18,21710.54,0,0
203,CASH_IN,591.8,C928722514,32907.37,33499.17,C654354751,4648.94,4057.14,0,0
203,PAYMENT,47.57,C835765819,33253.38,33205.81,M541981541,156774.87,156822.44,0,0
203,CASH_OUT,19.02,C743646184,12002.17,11983.15,C970200035,22216.2,22235.22,0,0
203,CASH_OUT,131.56,C249652403,19468.94,19337.38,C741606324,4557.35,4688.91,0,0
203,CASH_OUT,801.58,C427463126,449653.35,448851.77,C141112919,39641.76,40443.34,0,0
203,CASH_OUT,358.73,C144534908,29993.64,29634.91,C462138647,25641.85,26000.58,0,0
203,CASH_IN,200.85,C640082882,15671.81,15872.66,C886106316,22356.88,22156.03,0,0
203,TRANSFER,41.68,C734170137,899.94,858.26,C780297420,29318.0,29359.68,0,0
203,CASH_OUT,180.21,C811964882,38102.46,37922.25,C799575058,-41.49,138.72,0,0
203,CASH_OUT,1092.07,C324746394,19435.94,18343.87,C274393372,36524.11,37616.18,0,0
203,TRANSFER,1814.41,C393808386,23666.84,21852.43,C955341879,32549.73,34364.14,0,0
203,CASH_OUT,658.02,C100522954,12328.37,11670.35,C777244491,24891.9,25549.92,0,0
203,CASH_IN,963.66,C521174627,1981.31,2944.97,C140817530,29461.88,28498.22,0,0
203,CASH_IN,321.05,C347287429,27727.06,28048.11,C736005451,10636.94,10315.89,0,0
203,TRANSFER,3153.73,C930280645,3693.4900000000002,539.76,C593984152,40947.39,44101.12,0,0
203,CASH_OUT,679.89,C946785681,30438.37,29758.48,C559143686,11909.5,12589.39,0,0
203,CASH_OUT,80.32,C669237077,16767.22,16686.9,C690481898,45005.54,45085.86,0,0
203,CASH_IN,4940.63,C774317692,41935.27,46875.9,C938434413,30339.79,25399.16,0,0
203,CASH_OUT,1077.14,C963835448,1277.7,200.56,C414261042,44409.09,45486.23,0,0
203,CASH_IN,212.99,C829433227,39317.14,39530.13,C696373651,41182.81,40969.82,0,0
203,TRANSFER,40.84,C366275537,7253.41,7212.57,C230590811,37063.55,37104.39,0,0
203,TRANSFER,31.9,C504750848,38803.13,38771.23,C917507162,25695.56,25727.46,0,0
204,CASH_OUT,65.1,C798090302,15727.07,15661.97,C866689893,9161.82,9226.92,0,0
204,TRANSFER,1272.3,C610414652,26842.34,25570.04,C776662653,45635.66,46907.96,0,0
204,CASH_OUT,3380.73,C214330254,54233.73,50853.0,C241285568,17107.46,20488.19,0,0
204,PAYMENT,294.51,C932101360,28344.87,28050.36,M379702352,782894.8,783189.31,0,0
204,CASH_OUT,217.97,C774317692,46875.9,46657.93,C491145518,16415.25,16633.22,0,0
204,CASH_OUT,553.92,C706340344,7219.54,6665.62,C246915738,42182.44,42736.36,0,0
204,CASH_OUT,32.6,C732299883,15007.75,14975.15,C807943583,25080.62,25113.22,0,0
204,CASH_OUT,73.98,C896439381,44251.15,44177.17,C726904391,30473.77,30547.75,0,0
204,CASH_OUT,164.44,C188295040,38249.54,38085.1,C320961774,317.37,481.81,0,0
204,CASH_OUT,390.79,C108589164,17535.53,17144.74,C216841859,14077.11,14467.9,0,0
204,TRANSFER,364.65,C639310550,6464.37,6099.72,C682031729,16924.11,17288.76,0,0
204,CASH_OUT,449.21,C832602356,34711.48,34262.27,C779006119,949.48,1398.69,0,0
204,CASH_OUT,14.93,C888614996,16491.98,16477.05,C260564224,25231.94,25246.87,0,0
204,CASH_IN,1058.65,C358705197,47782.72,48841.37,C658169095,7502.88,6444.23,0,0
204,CASH_OUT,147.83,C237763377,5392.54,5244.71,C773987514,41856.2,42004.03,0,0
204,PAYMENT,652.88,C497515220,32015.47,31362.59,M998366146,780781.0,781433.88,0,0
204,CASH_OUT,238.29,C935824006,2646.28,2407.99,C852571540,47470.28,47708.57,0,0
204,CASH_OUT,62.4,C421361028,32009.69,31947.29,C447879691,10750.1,10812.5,0,0
204,TRANSFER,430.5,C622477605,4577.76,4147.26,C973601595,14492.85,14923.35,0,0
204,TRANSFER,1000.45,C599106489,11025.5,10025.05,C638750559,33513.29,34513.74,0,0
204,CASH_OUT,87.13,C944161273,36314.39,36227.26,C666681528,33934.96,34022.09,0,0
204,CASH_OUT,27.69,C331230615,28595.49,28567.8,C991140062,3900.64,3928.33,0,0
204,DEBIT,302.12,C508314894,45147.3,44845.18,C478858197,23340.91,23643.03,0,0
204,CASH_OUT,136.63,C962814228,32782.71,32646.08,C258535000,41375.22,41511.85,0,0
204,PAYMENT,42.77,C527266908,1814.25,1771.48,M773391472,207853.62,207896.39,0,0
204,CASH_IN,543.41,C656572678,41675.11,42218.52,C543703587,680.31,136.9,0,0
204,DEBIT,192.23,C843077980,42517.03,42324.8,C192907947,41769.86,41962.09,0,0
204,CASH_OUT,8164.9,C905728130,22537.03,14372.13,C612965954,37496.41,45661.31,0,0
204,CASH_OUT,26.45,C245049752,11374.2,11347.75,C567435870,49898.64,49925.09,0,0
204,CASH_IN,14.1,C881071199,9731.44,9745.54,C244394425,19863.21,19849.11,0,0
204,PAYMENT,411.42,C497571863,30514.41,30102.99,M719757862,939177.33,939588.75,0,0
204,CASH_IN,39.39,C527256042,32045.54,32084.93,C108703023,23095.78,23056.39,0,0
204,PAYMENT,60.59,C434644311,32303.83,32243.24,M982508280,425586.53,425647.12,0,0
204,PAYMENT,83.3,C290342584,12109.99,12026.69,M978563999,475517.91,475601.21,0,0
204,TRANSFER,578.66,C887673196,2040.97,1462.31,C195476758,30298.02,30876.68,0,0
204,CASH_OUT,71.16,C347297072,33441.23,33370.07,C219893614,34335.48,34406.64,0,0
204,TRANSFER,64.6,C172158424,10698.9,10634.3,C698476006,46496.15,46560.75,0,0
205,TRANSFER,177.75,C894471724,22972.38,22794.63,C500553930,21877.38,22055.13,0,0
205,PAYMENT,601.89,C787676803,2680.52,2078.63,M192090859,740624.79,741226.68,0,0
205,CASH_OUT,43.92,C514267129,17945.04,17901.12,C947334004,18421.11,18465.03,0,0
205,CASH_OUT,9.23,C960755383,5577.33,5568.1,C326869525,5020.53,5029.76,0,0
205,PAYMENT,13.25,C530738163,24973.13,24959.88,M263225932,618629.13,618642.38,0,0
205,CASH_IN,963.81,C331265181,26366.39,27330.2,C689352896,45959.16,44995.35,0,0
205,CASH_OUT,102.81,C485405572,5733.95,5631.14,C223547787,2696.18,2798.99,0,0
205,PAYMENT,2751.33,C168479371,26352.49,23601.16,M576310160,413996.51,416747.84,0,0
205,CASH_OUT,1321.31,C152986286,1674.04,352.73,C775555552,47103.08,48424.39,0,0
205,CASH_OUT,30.89,C881743301,44595.47,44564.58,C347297072,33370.07,33400.96,0,0
205,PAYMENT,132.21,C894544400,18073.35,17941.14,M395139210,426731.67,426863.88,0,0
205,CASH_IN,255.63,C799256598,11929.9,12185.53,C921801037,18750.85,18495.22,0,0
205,PAYMENT,719.3,C554798935,36728.63,36009.33,M447006129,151230.04,151949.34,0,0
205,CASH_OUT,889.23,C320103418,47065.1,46175.87,C938434413,25399.16,26288.39,0,0
205,PAYMENT,88.88,C773183945,11120.89,11032.01,M958961897,387629.2,387718.08,0,0
205,CASH_IN,197.34,C103129587,21998.83,22196.17,C467326258,13298.06,13100.72,0,0
205,CASH_OUT,1356.23,C131764554,2493.19,1136.96,C961879417,6736.6,8092.83,0,0
205,CASH_OUT,59.94,C144963821,29581.13,29521.19,C462525796,13685.58,13745.52,0,0
205,PAYMENT,431.56,C875328968,28577.54,28145.98,M489719175,40467.84,40899.4,0,0
205,TRANSFER,9.65,C998905359,29252.56,29242.91,C683542215,10728.35,10738.0,0,0
205,TRANSFER,166.73,C107962220,37920.87,37754.14,C576586659,24331.63,24498.36,0,0
205,CASH_IN,256.74,C111839714,30411.43,30668.17,C165883855,19286.42,19029.68,0,0
205,TRANSFER,97.68,C976565298,49753.94,49656.26,C311784509,12200.7,12298.38,0,0
205,CASH_IN,21.42,C940192637,0.0,21.42,C848251556,27225.35,27203.93,0,0
205,CASH_OUT,405.5,C348746616,40637.19,40231.69,C770379032,9095.51,9501.01,0,0
205,CASH_OUT,113.74,C499258930,39916.83,39803.09,C350685600,35609.07,35722.81,0,0
205,PAYMENT,52.5,C932101360,28050.36,27997.86,M203088618,523109.42,523161.92,0,0
205,CASH_IN,156.27,C216101805,7278.97,7435.24,C526527789,44734.98,44578.71,0,0
205,CASH_OUT,419.06,C871137081,8838.09,8419.03,C233617994,22589.5,23008.56,0,0
205,CASH_OUT,150.19,C525749349,19191.87,19041.68,C202634983,11632.49,11782.68,0,0
205,TRANSFER,767.71,C114330718,15724.86,14957.15,C395946039,43758.31,44526.02,0,0
205,CASH_OUT,14.9,C668518038,77591.02,77576.12,C673227183,19285.35,19300.25,0,0
205,CASH_OUT,147.67,C443648533,3964.6,3816.93,C250360469,40111.28,40258.95,0,0
205,TRANSFER,12762.0,C999802750,12762.0,0.0,C721980057,27946.29,40708.29,1,0
205,CASH_OUT,285.61,C238986491,35409.91,35124.3,C598302205,9045.02,9330.63,0,0
205,CASH_IN,37.49,C492081098,26375.08,26412.57,C958179072,5323.06,5285.57,0,0
206,PAYMENT,697.17,C598725967,27146.55,26449.38,M619952588,391669.88,392367.05,0,0
206,PAYMENT,301.9,C419997517,92960.8,92658.9,M125216160,365785.76,366087.66,0,0
206,TRANSFER,142.69,C551519197,16970.64,16827.95,C217698101,8622.09,8764.78,0,0
206,CASH_OUT,2886.42,C922070935,25390.06,22503.64,C939894957,8110.19,10996.61,0,0
206,TRANSFER,268.79,C902382315,48079.67,47810.88,C217107690,26427.15,26695.94,0,0
206,TRANSFER,295.39,C265652158,802.96,507.57,C842710363,30787.25,31082.64,0,0
206,PAYMENT,120.44,C123011095,17577.58,17457.14,M320742692,299075.65,299196.09,0,0
206,CASH_IN,497.71,C202679114,37273.1,37770.81,C505215404,24210.64,23712.93,0,0
206,DEBIT,35.96,C298291604,27256.51,27220.55,C624078413,48807.68,48843.64,0,0
206,PAYMENT,179.96,C700210708,45658.84,45478.88,M104685447,401251.58,401431.54,0,0
206,CASH_OUT,3007.44,C106887246,7187.8,4180.36,C779369844,19833.44,22840.88,0,0
206,CASH_OUT,82.76,C873393998,16141.4,16058.64,C772125677,262383.04,262465.8,0,0
206,CASH_OUT,3.72,C113322234,7489.27,7485.55,C834054754,11396.5,11400.22,0,0
206,CASH_OUT,144.96,C370338804,4446.84,4301.88,C617879186,32413.21,32558.17,0,0
206,CASH_OUT,150.81,C761271173,14230.33,14079.52,C293259133,7594.31,7745.12,0,0
206,CASH_OUT,20.99,C304668512,47566.89,47545.9,C926343566,20604.91,20625.9,0,0
206,CASH_IN,4.35,C726234932,37011.03,37015.38,C600214175,24725.72,24721.37,0,0
206,TRANSFER,128.42,C911610612,40126.87,39998.45,C733555447,130.48,258.9,0,0
206,CASH_OUT,121.26,C958455263,42140.87,42019.61,C747187348,47293.25,47414.51,0,0
206,CASH_IN,23.96,C118389236,42964.28,42988.24,C609347791,2527.92,2503.96,0,0
206,CASH_IN,55.95,C440357908,26734.97,26790.92,C823635417,5897.78,5841.83,0,0
206,CASH_OUT,240.77,C200894981,28717.06,28476.29,C394453664,47902.69,48143.46,0,0
206,PAYMENT,173.64,C165883855,19029.68,18856.04,M534646112,545122.63,545296.27,0,0
206,CASH_IN,29.41,C985951413,33158.21,33187.62,C514871063,37843.55,37814.14,0,0
206,CASH_IN,214.51,C840554299,12271.72,12486.23,C928961781,10176.4,9961.89,0,0
206,CASH_OUT,498.57,C136156692,42862.5,42363.93,C378189000,47652.62,48151.19,0,0
206,CASH_IN,126.82,C283703456,41103.66,41230.48,C201469960,41289.0,41162.18,0,0
206,CASH_IN,10760.95,C556845379,42225.87,52986.82,C508174787,7616.09,0.0,0,0
206,PAYMENT,175.09,C553770487,48779.66,48604.57,M100477470,834330.17,834505.26,0,0
206,CASH_IN,156.27,C850013730,9533.45,9689.72,C533675990,26365.64,26209.37,0,0
206,TRANSFER,781.26,C825935331,17623.49,16842.23,C368506112,43092.14,43873.4,0,0
206,PAYMENT,63.88,C883909742,31350.4,31286.52,M478527032,70273.12,70337.0,0,0
207,PAYMENT,104.09,C817198870,42830.88,42726.79,M616155818,198043.88,198147.97,0,0
207,CASH_OUT,22.31,C387539100,303.85,281.54,C399438654,28418.69,28441.0,0,0
207,CASH_IN,124.74,C998079226,5275.89,5400.63,C654608714,19678.92,19554.18,0,0
207,TRANSFER,243.06,C493024864,36204.4,35961.34,C690899932,8702.86,8945.92,0,0
207,CASH_IN,370.76,C663453576,3745.21,4115.97,C229109284,21461.81,21091.05,0,0
207,CASH_IN,751.24,C964900161,10585.16,11336.4,C721035962,30787.59,30036.35,0,0
207,PAYMENT,28.57,C193689629,46849.1,46820.53,M961246431,786717.45,786746.02,0,0
207,CASH_IN,263.34,C946050144,10834.14,11097.48,C710788904,33816.13,33552.79,0,0
207,TRANSFER,93.99,C678515813,36878.43,36784.44,C672371166,41081.79,41175.78,0,0
207,CASH_OUT,475.14,C956730020,4683.71,4208.57,C521407342,21915.37,22390.51,0,0
207,TRANSFER,14.09,C801899144,4148.61,4134.52,C841000351,32383.56,32397.65,0,0
207,PAYMENT,466.2,C936831046,26067.02,25600.82,M171195900,394818.41,395284.61,0,0
207,CASH_IN,320.09,C262433873,36240.9,36560.99,C712713508,30510.86,30190.77,0,0
207,CASH_OUT,1180.0,C290993104,22450.34,21270.34,C324739999,42139.69,43319.69,0,0
207,PAYMENT,170.72,C383458966,2412.11,2241.39,M772042045,165555.38,165726.1,0,0
207,CASH_OUT,82.79,C970824607,31199.9,31117.11,C816273228,8924.35,9007.14,0,0
207,TRANSFER,191.97,C785231466,34935.37,34743.4,C114201423,37906.6,38098.57,0,0
207,CASH_OUT,50.05,C335761417,36284.69,36234.64,C650935856,46149.42,46199.47,0,0
207,PAYMENT,1915.17,C856715721,6986.86,5071.69,M252742540,110335.7,112250.87,0,0
207,CASH_OUT,83.29,C231533317,7848.3,7765.01,C477369156,30548.18,30631.47,0,0
207,CASH_IN,288.92,C807412271,22144.3,22433.22,C309959058,45364.5,45075.58,0,0
207,CASH_OUT,18.29,C400426196,12234.98,12216.69,C991140253,40118.32,40136.61,0,0
207,PAYMENT,51.16,C601822302,48448.76,48397.6,M997757344,513040.59,513091.75,0,0
207,TRANSFER,20.58,C807804229,23241.87,23221.29,C691407535,17460.69,17481.27,0,0
207,TRANSFER,72.19,C467326258,13100.72,13028.53,C207913436,18862.12,18934.31,0,0
207,CASH_IN,29.6,C205701938,10798.27,10827.87,C397906769,8227.95,8198.35,0,0
207,TRANSFER,231.22,C782060608,38416.3,38185.08,C671410679,462584.51,462815.73,0,0
207,PAYMENT,89.08,C458157125,24312.46,24223.38,M837185866,336293.24,336382.32,0,0
207,CASH_IN,14.85,C621185197,3247.68,3262.53,C866689893,9226.92,9212.07,0,0
207,PAYMENT,97.94,C889289666,26457.05,26359.11,M930492745,529146.86,529244.8,0,0
207,TRANSFER,205.29,C985788140,597.28,391.99,C318473727,27753.54,27958.83,0,0
208,CASH_OUT,60.8,C559143686,12589.39,12528.59,C433428169,49537.21,49598.01,0,0
208,CASH_IN,24.47,C617410598,46526.46,46550.93,C397104756,16278.94,16254.47,0,0
208,PAYMENT,18.53,C819040431,31722.11,31703.58,M770885367,1000688.57,1000707.1,0,0
208,TRANSFER,289.15,C239773491,28448.21,28159.06,C291833431,45489.45,45778.6,0,0
208,CASH_IN,2397.13,C127899630,15834.46,18231.59,C168030927,4208.42,1811.29,0,0
208,TRANSFER,2091.19,C797942396,359889.45,357798.26,C470973796,36930.64,39021.83,0,0
208,PAYMENT,531.71,C660429238,46253.58,45721.87,M549012785,559339.62,559871.33,0,0
208,CASH_IN,440.37,C637326150,27526.21,27966.58,C636645132,2007.15,1566.78,0,0
208,TRANSFER,11.94,C145832561,43020.14,43008.2,C731712296,37350.62,37362.56,0,0
208,PAYMENT,24.72,C613706317,43067.94,43043.22,M187045612,235513.73,235538.45,0,0
208,CASH_IN,383.99,C441567998,19264.63,19648.62,C935211474,48856.34,48472.35,0,0
208,PAYMENT,321.83,C276639126,21689.38,21367.55,M731526696,802590.95,802912.78,0,0
208,CASH_OUT,728.12,C989200955,49507.31,48779.19,C581484464,23053.19,23781.31,0,0
208,CASH_OUT,59.24,C281753285,42579.75,42520.51,C292228998,36459.25,36518.49,0,0
208,PAYMENT,19.91,C212425617,32378.02,32358.11,M258725775,45245.12,45265.03,0,0
208,CASH_OUT,45.55,C435981118,10271.02,10225.47,C579528827,37283.46,37329.01,0,0
208,PAYMENT,365.82,C386236864,18682.02,18316.2,M154478480,906575.61,906941.43,0,0
208,CASH_OUT,50.35,C325198424,35551.41,35501.06,C481095611,13401.65,13452.0,0,0
208,CASH_OUT,101.42,C885027077,22233.54,22132.12,C612680728,13625.96,13727.38,0,0
208,CASH_OUT,291.64,C532290110,22977.23,22685.59,C114686598,6260.74,6552.38,0,0
208,CASH_IN,1977.33,C195256776,23627.24,25604.57,C881503823,560.32,0.0,0,0
208,PAYMENT,216.74,C603934484,13423.81,13207.07,M115150287,108004.52,108221.26,0,0
208,CASH_IN,546.2,C438497748,19385.71,19931.91,C144963821,29521.19,28974.99,0,0
208,CASH_IN,231.4,C185803876,13076.02,13307.42,C757349978,36320.95,36089.55,0,0
208,CASH_IN,204.68,C543520753,13607.78,13812.46,C781554167,48279.94,48075.26,0,0
208,CASH_IN,161.2,C688644807,0.0,161.2,C465735672,14389.62,14228.42,0,0
208,PAYMENT,464.64,C938563803,2418.01,1953.37,M876758838,982699.12,983163.76,0,0
208,TRANSFER,49.89,C190331077,34907.57,34857.68,C305015565,48754.56,48804.45,0,0
